start_node_id,end_node_id,properties.PrimaryGenre,properties.SubGenre,properties.Description
Programmable holistic hierarchy,Comedy,False,True,Accion y aventuras
Mandatory high-level policy,Action,False,True,Western
Profound attitude-oriented frame,Comedy,False,True,Documental
User-friendly 5thgeneration approach,Comedy,False,True,Crimen
Horizontal 5thgeneration Graphical User Interface,Drama,True,False,Terror
Compatible zero-defect encryption,Romance,True,False,Drama
Reactive 24hour system engine,Comedy,False,True,Documental
Profit-focused asymmetric instruction set,Comedy,False,True,Familia
Virtual transitional contingency,Sci-Fi,False,True,Crimen
Cloned multi-state contingency,Action,False,True,Familia
Organized background framework,Sci-Fi,True,False,Comedia
Virtual transitional contingency,Sci-Fi,False,True,Suspense
Profit-focused discrete access,Drama,True,False,Comedia
Multi-layered motivating array,Comedy,False,True,Documental
Advanced 3rdgeneration migration,Sci-Fi,False,True,Misterio
Open-source global task-force,Romance,True,False,Crimen
Persistent local interface,Comedy,False,True,Guerra
Operative system-worthy hub,Sci-Fi,True,False,Fantasia
Exclusive eco-centric projection,Comedy,False,True,Ciencia ficcion
Networked system-worthy software,Sci-Fi,False,True,Western
Enterprise-wide system-worthy help-desk,Comedy,False,True,Comedia
Total responsive emulation,Romance,False,True,Fantasia
Visionary logistical structure,Sci-Fi,False,True,Western
Optional hybrid website,Action,False,True,Terror
Fundamental heuristic array,Comedy,True,False,Ciencia ficcion
Seamless encompassing encoding,Drama,True,False,Romance
Devolved interactive alliance,Action,False,True,Familia
Optional intermediate info-mediaries,Action,False,True,Accion y aventuras
Enhanced dynamic portal,Drama,False,True,Familia
Networked cohesive definition,Sci-Fi,True,False,Animacion
Right-sized uniform encoding,Action,True,False,Misterio
Reduced zero-defect migration,Drama,False,True,Historia
Front-line analyzing hierarchy,Comedy,True,False,Historia
Streamlined grid-enabled budgetary management,Comedy,True,False,Animacion
Operative maximized capability,Romance,True,False,Accion y aventuras
User-friendly system-worthy neural-net,Romance,True,False,Deporte
Upgradable executive frame,Sci-Fi,True,False,Deporte
Monitored tertiary moderator,Comedy,True,False,Crimen
Profit-focused user-facing encryption,Comedy,True,False,Deporte
De-engineered disintermediate pricing structure,Action,False,True,Comedia
Fully-configurable regional budgetary management,Drama,True,False,Musical
Streamlined system-worthy architecture,Drama,True,False,Documental
Diverse multi-state analyzer,Sci-Fi,True,False,Fantasia
Profit-focused zero-defect success,Sci-Fi,False,True,Animacion
User-centric upward-trending data-warehouse,Sci-Fi,True,False,Crimen
Organized high-level Graphic Interface,Drama,False,True,Familia
Horizontal 3rdgeneration hardware,Romance,True,False,Crimen
Digitized full-range portal,Drama,True,False,Deporte
Expanded mobile function,Romance,False,True,Accion y aventuras
Multi-tiered client-driven success,Sci-Fi,True,False,Historia
Down-sized eco-centric paradigm,Comedy,False,True,Documental
Reactive interactive structure,Romance,False,True,Documental
Pre-emptive non-volatile alliance,Comedy,False,True,Western
Networked disintermediate success,Drama,False,True,Musical
Decentralized well-modulated function,Drama,True,False,Romance
Optional hybrid website,Drama,True,False,Western
Monitored background toolset,Romance,False,True,Western
Multi-layered bottom-line info-mediaries,Romance,False,True,Drama
Polarized solution-oriented concept,Romance,True,False,Deporte
Synchronized radical paradigm,Action,False,True,Historia
Innovative solution-oriented concept,Action,False,True,Familia
Sharable systemic policy,Romance,False,True,Fantasia
Mandatory static pricing structure,Action,False,True,Musical
Switchable homogeneous initiative,Romance,False,True,Romance
Operative disintermediate Graphical User Interface,Sci-Fi,False,True,Crimen
Versatile attitude-oriented circuit,Drama,True,False,Documental
De-engineered zero tolerance algorithm,Action,False,True,Fantasia
Versatile asymmetric array,Comedy,True,False,Fantasia
Proactive full-range portal,Drama,False,True,Drama
Triple-buffered stable structure,Comedy,False,True,Guerra
Devolved well-modulated approach,Action,False,True,Ciencia ficcion
Innovative mobile framework,Drama,False,True,Crimen
Optional systemic standardization,Drama,True,False,Historia
Focused coherent project,Drama,True,False,Guerra
Robust mobile firmware,Action,False,True,Historia
Vision-oriented modular circuit,Comedy,False,True,Historia
Cloned executive moratorium,Drama,True,False,Romance
Reactive background synergy,Romance,True,False,Terror
User-centric radical workforce,Comedy,False,True,Western
Realigned bifurcated toolset,Sci-Fi,False,True,Documental
Robust neutral focus group,Comedy,True,False,Misterio
Adaptive foreground conglomeration,Romance,False,True,Documental
Reactive 4thgeneration approach,Romance,True,False,Deporte
Front-line dynamic time-frame,Romance,True,False,Guerra
Profound bifurcated flexibility,Comedy,False,True,Western
Balanced non-volatile concept,Romance,True,False,Animacion
Profit-focused incremental knowledgebase,Action,False,True,Musical
Customer-focused fault-tolerant function,Romance,True,False,Terror
Implemented incremental Local Area Network,Romance,False,True,Musical
Profound eco-centric portal,Drama,False,True,Documental
Centralized encompassing encoding,Drama,False,True,Western
Fundamental methodical projection,Comedy,False,True,Misterio
Polarized disintermediate leverage,Action,True,False,Documental
Virtual leadingedge infrastructure,Comedy,False,True,Familia
Automated well-modulated architecture,Action,False,True,Historia
Decentralized global emulation,Drama,True,False,Fantasia
Robust clear-thinking paradigm,Action,False,True,Deporte
Open-source zero-defect framework,Action,False,True,Accion y aventuras
Optimized asynchronous success,Sci-Fi,True,False,Misterio
Multi-layered interactive moratorium,Drama,False,True,Misterio
Balanced fresh-thinking forecast,Romance,False,True,Accion y aventuras
Front-line asymmetric process improvement,Drama,False,True,Fantasia
Profound attitude-oriented frame,Comedy,False,True,Western
Fundamental well-modulated moderator,Action,False,True,Terror
Enhanced zero-defect firmware,Romance,False,True,Misterio
Function-based transitional open architecture,Sci-Fi,False,True,Fantasia
Robust motivating array,Romance,False,True,Comedia
Assimilated tangible process improvement,Comedy,True,False,Guerra
Object-based eco-centric hardware,Romance,False,True,Deporte
Reverse-engineered holistic software,Sci-Fi,False,True,Animacion
Phased 24hour neural-net,Sci-Fi,False,True,Fantasia
Exclusive grid-enabled capacity,Action,True,False,Familia
Cloned zero administration conglomeration,Action,True,False,Documental
Organic upward-trending portal,Comedy,False,True,Drama
Persistent heuristic strategy,Sci-Fi,True,False,Musical
Stand-alone methodical interface,Action,False,True,Fantasia
Object-based reciprocal throughput,Sci-Fi,True,False,Guerra
Profit-focused asymmetric instruction set,Drama,False,True,Romance
Total tangible parallelism,Drama,False,True,Suspense
Focused tertiary conglomeration,Comedy,False,True,Drama
Extended multi-state moderator,Sci-Fi,False,True,Terror
Robust motivating migration,Romance,True,False,Guerra
Pre-emptive didactic customer loyalty,Romance,True,False,Western
Devolved cohesive function,Drama,False,True,Historia
Enhanced maximized help-desk,Sci-Fi,True,False,Terror
Fully-configurable mission-critical Graphic Interface,Comedy,True,False,Suspense
Persistent responsive leverage,Comedy,True,False,Musical
Enhanced 3rdgeneration attitude,Sci-Fi,False,True,Guerra
Exclusive encompassing time-frame,Romance,False,True,Western
Realigned leadingedge hierarchy,Sci-Fi,False,True,Comedia
Decentralized high-level artificial intelligence,Comedy,True,False,Comedia
Distributed non-volatile application,Drama,False,True,Guerra
Open-architected clear-thinking intranet,Action,False,True,Crimen
Business-focused discrete model,Drama,True,False,Documental
Fully-configurable 24hour capacity,Drama,False,True,Misterio
Organic scalable artificial intelligence,Action,False,True,Fantasia
Open-source zero-defect framework,Drama,True,False,Drama
Sharable static structure,Romance,True,False,Suspense
Fundamental intermediate alliance,Comedy,False,True,Animacion
Open-architected explicit toolset,Romance,True,False,Documental
Organized dedicated middleware,Romance,False,True,Misterio
Networked value-added benchmark,Action,True,False,Fantasia
Down-sized encompassing time-frame,Sci-Fi,False,True,Guerra
Secured directional functionalities,Action,True,False,Terror
Integrated human-resource function,Romance,False,True,Guerra
Re-engineered systematic function,Sci-Fi,False,True,Drama
Profit-focused user-facing encryption,Action,False,True,Western
Open-source optimizing paradigm,Romance,False,True,Misterio
Horizontal didactic parallelism,Action,True,False,Documental
Future-proofed exuding definition,Comedy,True,False,Animacion
Team-oriented systematic software,Action,False,True,Historia
Open-architected maximized monitoring,Sci-Fi,True,False,Guerra
Upgradable executive frame,Sci-Fi,True,False,Animacion
Customizable regional contingency,Comedy,True,False,Documental
Ergonomic client-server policy,Comedy,False,True,Accion y aventuras
Proactive secondary throughput,Drama,True,False,Fantasia
Integrated human-resource function,Sci-Fi,True,False,Familia
Re-contextualized bandwidth-monitored workforce,Comedy,True,False,Familia
Robust clear-thinking paradigm,Drama,False,True,Crimen
Reactive 5thgeneration throughput,Sci-Fi,True,False,Musical
Reduced multi-state system engine,Romance,False,True,Ciencia ficcion
Multi-lateral zero tolerance structure,Comedy,False,True,Terror
Public-key bottom-line frame,Sci-Fi,True,False,Romance
Fully-configurable global concept,Comedy,False,True,Drama
Visionary full-range superstructure,Action,False,True,Musical
Persistent asymmetric protocol,Drama,True,False,Deporte
Team-oriented optimal analyzer,Comedy,False,True,Suspense
Polarized next generation circuit,Drama,False,True,Historia
Persistent impactful attitude,Romance,True,False,Historia
Re-contextualized mission-critical success,Romance,True,False,Historia
Profound systematic project,Action,True,False,Comedia
Innovative national definition,Comedy,False,True,Suspense
Mandatory executive Internet solution,Sci-Fi,False,True,Drama
Progressive local circuit,Comedy,False,True,Historia
Enterprise-wide system-worthy help-desk,Comedy,True,False,Terror
Vision-oriented tangible flexibility,Comedy,True,False,Accion y aventuras
Polarized local utilization,Comedy,False,True,Terror
Reduced value-added workforce,Sci-Fi,False,True,Crimen
Centralized bandwidth-monitored emulation,Action,False,True,Musical
Fundamental clear-thinking Graphical User Interface,Drama,True,False,Guerra
Expanded zero administration architecture,Action,False,True,Fantasia
Cloned neutral alliance,Action,True,False,Historia
Enterprise-wide foreground circuit,Romance,True,False,Musical
Reverse-engineered fresh-thinking extranet,Sci-Fi,False,True,Comedia
Exclusive eco-centric projection,Action,True,False,Accion y aventuras
Right-sized executive productivity,Romance,True,False,Ciencia ficcion
Robust context-sensitive Graphical User Interface,Comedy,False,True,Terror
Enhanced zero-defect firmware,Romance,True,False,Crimen
Optimized asynchronous success,Romance,False,True,Western
Horizontal full-range encryption,Romance,True,False,Guerra
Triple-buffered static Local Area Network,Drama,False,True,Historia
Fully-configurable regional budgetary management,Comedy,False,True,Crimen
Customizable 5thgeneration process improvement,Drama,True,False,Ciencia ficcion
Right-sized needs-based middleware,Sci-Fi,True,False,Romance
Compatible systemic throughput,Drama,False,True,Familia
Sharable real-time firmware,Sci-Fi,False,True,Deporte
Streamlined grid-enabled budgetary management,Drama,True,False,Accion y aventuras
Future-proofed exuding definition,Romance,True,False,Accion y aventuras
Organized neutral ability,Drama,True,False,Misterio
Team-oriented maximized website,Comedy,False,True,Fantasia
Mandatory zero administration implementation,Sci-Fi,True,False,Guerra
Re-contextualized intermediate paradigm,Action,True,False,Comedia
Implemented eco-centric productivity,Drama,True,False,Crimen
Devolved well-modulated approach,Drama,False,True,Deporte
Streamlined grid-enabled budgetary management,Sci-Fi,True,False,Misterio
Operative radical benchmark,Action,True,False,Romance
Cloned explicit adapter,Romance,False,True,Animacion
Devolved directional service-desk,Romance,True,False,Romance
Fundamental intangible leverage,Sci-Fi,True,False,Documental
Profit-focused zero-defect success,Romance,True,False,Terror
Fully-configurable intangible artificial intelligence,Sci-Fi,True,False,Guerra
Front-line bifurcated hub,Comedy,False,True,Fantasia
Organic heuristic projection,Sci-Fi,False,True,Historia
Centralized needs-based open architecture,Action,True,False,Deporte
Intuitive bottom-line definition,Romance,False,True,Fantasia
Visionary multi-tasking neural-net,Comedy,False,True,Fantasia
Pre-emptive grid-enabled migration,Comedy,False,True,Crimen
Inverse stable product,Comedy,False,True,Guerra
Seamless encompassing encoding,Action,False,True,Animacion
Profound bifurcated flexibility,Action,True,False,Crimen
Open-source optimizing paradigm,Sci-Fi,True,False,Suspense
Reduced actuating application,Romance,False,True,Crimen
Horizontal full-range encryption,Romance,False,True,Terror
Streamlined scalable service-desk,Action,True,False,Accion y aventuras
Team-oriented web-enabled toolset,Action,True,False,Misterio
Ameliorated fresh-thinking superstructure,Drama,True,False,Comedia
Inverse maximized definition,Sci-Fi,True,False,Crimen
Managed contextually-based protocol,Romance,True,False,Crimen
Customer-focused fault-tolerant function,Comedy,False,True,Ciencia ficcion
Balanced fresh-thinking forecast,Romance,False,True,Musical
Function-based encompassing capacity,Action,True,False,Fantasia
Virtual asymmetric policy,Comedy,False,True,Guerra
User-friendly 24hour definition,Romance,True,False,Drama
Horizontal uniform support,Action,True,False,Musical
Stand-alone dynamic project,Comedy,False,True,Misterio
Profit-focused system-worthy solution,Action,True,False,Ciencia ficcion
Digitized static product,Drama,True,False,Deporte
Exclusive background Local Area Network,Action,True,False,Guerra
Down-sized exuding groupware,Romance,True,False,Comedia
Re-engineered composite benchmark,Comedy,False,True,Historia
Adaptive asymmetric database,Sci-Fi,True,False,Misterio
Operative grid-enabled frame,Action,True,False,Deporte
Realigned stable portal,Romance,False,True,Ciencia ficcion
Fully-configurable intangible artificial intelligence,Drama,False,True,Fantasia
Digitized full-range portal,Romance,True,False,Historia
Business-focused executive parallelism,Romance,True,False,Animacion
Multi-lateral zero tolerance structure,Romance,True,False,Guerra
Digitized bifurcated model,Sci-Fi,True,False,Drama
Extended coherent neural-net,Action,True,False,Misterio
Diverse fresh-thinking matrix,Sci-Fi,False,True,Misterio
Mandatory zero administration implementation,Comedy,True,False,Documental
Open-source global task-force,Action,True,False,Romance
Devolved coherent software,Drama,False,True,Deporte
Multi-lateral bifurcated Local Area Network,Drama,False,True,Crimen
Progressive background parallelism,Comedy,True,False,Documental
Reduced actuating application,Drama,False,True,Familia
Digitized actuating success,Action,True,False,Suspense
Open-source value-added ability,Romance,False,True,Drama
Robust reciprocal project,Sci-Fi,True,False,Suspense
Cross-group intermediate archive,Action,True,False,Musical
Phased 6thgeneration conglomeration,Sci-Fi,True,False,Western
Future-proofed exuding definition,Comedy,True,False,Romance
Synergistic secondary parallelism,Sci-Fi,True,False,Guerra
Right-sized context-sensitive hierarchy,Drama,True,False,Musical
Polarized disintermediate leverage,Drama,True,False,Terror
Configurable didactic time-frame,Romance,True,False,Terror
De-engineered full-range framework,Action,False,True,Guerra
Optional intermediate info-mediaries,Romance,False,True,Terror
Re-engineered systematic function,Action,True,False,Comedia
Face-to-face holistic database,Sci-Fi,True,False,Romance
Synergistic actuating extranet,Comedy,False,True,Western
Persevering stable service-desk,Action,False,True,Deporte
Centralized needs-based open architecture,Romance,False,True,Fantasia
Automated national groupware,Drama,True,False,Musical
Proactive clear-thinking initiative,Comedy,True,False,Western
Devolved real-time initiative,Romance,False,True,Familia
Balanced fresh-thinking adapter,Sci-Fi,True,False,Musical
Vision-oriented national algorithm,Action,True,False,Misterio
Compatible optimal forecast,Romance,True,False,Suspense
Intuitive 5thgeneration neural-net,Romance,False,True,Documental
Re-engineered analyzing open architecture,Sci-Fi,False,True,Familia
Profound leadingedge capacity,Action,True,False,Familia
Vision-oriented composite functionalities,Drama,True,False,Animacion
Profit-focused upward-trending frame,Romance,True,False,Documental
Inverse 6thgeneration collaboration,Sci-Fi,False,True,Crimen
Customer-focused coherent orchestration,Sci-Fi,True,False,Familia
Cloned fault-tolerant hub,Drama,False,True,Familia
Profit-focused asymmetric instruction set,Sci-Fi,True,False,Comedia
Multi-layered well-modulated firmware,Romance,False,True,Fantasia
Front-line national data-warehouse,Comedy,True,False,Comedia
Vision-oriented zero-defect intranet,Sci-Fi,False,True,Familia
Down-sized demand-driven synergy,Comedy,True,False,Deporte
Open-source optimal utilization,Romance,False,True,Suspense
Front-line local Internet solution,Comedy,False,True,Documental
Balanced motivating interface,Sci-Fi,True,False,Accion y aventuras
Extended zero-defect adapter,Comedy,False,True,Familia
Open-architected hybrid frame,Sci-Fi,True,False,Crimen
Innovative solution-oriented concept,Comedy,True,False,Western
User-centric radical workforce,Sci-Fi,True,False,Guerra
Operative non-volatile pricing structure,Sci-Fi,False,True,Deporte
Mandatory static pricing structure,Action,False,True,Terror
Customizable grid-enabled definition,Romance,False,True,Romance
Exclusive background Local Area Network,Sci-Fi,False,True,Terror
Reactive regional Local Area Network,Drama,False,True,Terror
Compatible high-level hardware,Comedy,False,True,Accion y aventuras
Fundamental intermediate alliance,Sci-Fi,False,True,Guerra
Front-line actuating knowledgebase,Action,False,True,Crimen
Multi-lateral zero tolerance structure,Sci-Fi,False,True,Accion y aventuras
Public-key scalable portal,Comedy,True,False,Deporte
Reactive 4thgeneration approach,Comedy,True,False,Suspense
Multi-channeled grid-enabled definition,Drama,True,False,Documental
Multi-channeled 5thgeneration orchestration,Drama,False,True,Romance
Persistent impactful attitude,Drama,True,False,Terror
Public-key optimal process improvement,Drama,True,False,Historia
Managed solution-oriented analyzer,Drama,False,True,Drama
Virtual non-volatile workforce,Comedy,True,False,Documental
Total next generation encoding,Action,False,True,Documental
Networked hybrid projection,Romance,False,True,Romance
Quality-focused client-server structure,Sci-Fi,False,True,Crimen
Total 4thgeneration emulation,Action,False,True,Musical
Quality-focused contextually-based structure,Sci-Fi,True,False,Musical
Cross-platform 3rdgeneration functionalities,Drama,False,True,Western
Persistent heuristic strategy,Sci-Fi,False,True,Musical
Vision-oriented impactful algorithm,Sci-Fi,True,False,Musical
Organized dynamic leverage,Romance,False,True,Accion y aventuras
Profound bifurcated flexibility,Drama,True,False,Fantasia
Optional 24hour open architecture,Action,True,False,Animacion
Team-oriented maximized website,Sci-Fi,False,True,Crimen
Customizable zero-defect service-desk,Comedy,True,False,Crimen
Mandatory high-level policy,Drama,False,True,Crimen
Organized actuating functionalities,Drama,False,True,Documental
Visionary solution-oriented emulation,Romance,True,False,Historia
Reduced optimizing toolset,Romance,True,False,Western
Switchable homogeneous encoding,Drama,True,False,Documental
Optional value-added extranet,Comedy,True,False,Romance
Fully-configurable intangible artificial intelligence,Romance,False,True,Drama
Implemented system-worthy frame,Drama,True,False,Crimen
Cloned neutral alliance,Action,True,False,Misterio
Triple-buffered fault-tolerant task-force,Drama,False,True,Crimen
Progressive scalable frame,Comedy,True,False,Documental
Devolved didactic help-desk,Comedy,True,False,Western
Reduced radical analyzer,Comedy,False,True,Accion y aventuras
Proactive asynchronous time-frame,Drama,True,False,Romance
Phased multi-tasking focus group,Romance,True,False,Fantasia
Visionary high-level conglomeration,Sci-Fi,True,False,Guerra
Focused well-modulated circuit,Action,True,False,Deporte
Networked mobile migration,Drama,False,True,Familia
Multi-lateral foreground service-desk,Sci-Fi,True,False,Misterio
Sharable attitude-oriented attitude,Comedy,True,False,Terror
Networked exuding synergy,Drama,False,True,Ciencia ficcion
Multi-lateral disintermediate extranet,Drama,False,True,Guerra
Customer-focused asynchronous middleware,Romance,False,True,Drama
Digitized executive task-force,Action,False,True,Western
Cloned analyzing groupware,Romance,False,True,Guerra
Synergistic logistical approach,Action,False,True,Familia
Profit-focused user-facing encryption,Action,True,False,Drama
Cross-group human-resource Internet solution,Comedy,False,True,Musical
Realigned 24hour attitude,Action,False,True,Romance
Versatile cohesive portal,Comedy,True,False,Historia
Diverse 24/7 standardization,Sci-Fi,True,False,Romance
Visionary impactful frame,Comedy,False,True,Drama
Organized dedicated middleware,Sci-Fi,False,True,Comedia
Re-contextualized intermediate paradigm,Comedy,False,True,Documental
Assimilated multimedia parallelism,Drama,True,False,Ciencia ficcion
Ameliorated 6thgeneration array,Comedy,False,True,Animacion
Monitored background toolset,Action,False,True,Ciencia ficcion
Assimilated background initiative,Sci-Fi,True,False,Western
Mandatory high-level policy,Action,False,True,Historia
Face-to-face holistic database,Romance,False,True,Ciencia ficcion
Quality-focused contextually-based structure,Romance,False,True,Deporte
Synchronized tangible projection,Comedy,False,True,Accion y aventuras
Virtual bifurcated productivity,Sci-Fi,False,True,Western
Automated holistic encryption,Romance,True,False,Drama
Balanced 5thgeneration pricing structure,Romance,True,False,Comedia
Cross-platform foreground projection,Drama,False,True,Western
Multi-lateral 6thgeneration contingency,Drama,False,True,Ciencia ficcion
Function-based 24hour instruction set,Action,True,False,Familia
Reactive global implementation,Action,True,False,Deporte
Phased 24hour neural-net,Action,True,False,Terror
Compatible secondary architecture,Drama,True,False,Ciencia ficcion
Customizable scalable intranet,Action,True,False,Drama
Profound needs-based parallelism,Comedy,False,True,Misterio
Focused client-driven orchestration,Comedy,True,False,Drama
Managed motivating firmware,Comedy,True,False,Suspense
Persevering fresh-thinking utilization,Comedy,True,False,Ciencia ficcion
Fundamental asynchronous success,Action,False,True,Western
Digitized directional focus group,Comedy,False,True,Suspense
Streamlined modular parallelism,Action,False,True,Fantasia
Automated tangible orchestration,Sci-Fi,False,True,Accion y aventuras
Pre-emptive disintermediate archive,Sci-Fi,True,False,Comedia
Public-key directional parallelism,Drama,True,False,Misterio
Integrated zero-defect synergy,Drama,True,False,Ciencia ficcion
Organized neutral ability,Action,True,False,Romance
Stand-alone optimizing analyzer,Sci-Fi,True,False,Ciencia ficcion
Digitized intangible success,Romance,True,False,Historia
Customizable dynamic utilization,Drama,False,True,Deporte
Right-sized incremental archive,Action,True,False,Romance
Team-oriented zero-defect solution,Comedy,True,False,Guerra
Grass-roots impactful orchestration,Comedy,False,True,Suspense
Visionary logistical utilization,Sci-Fi,True,False,Guerra
Enhanced 3rdgeneration productivity,Action,True,False,Western
Virtual asymmetric policy,Romance,False,True,Comedia
Persistent fresh-thinking algorithm,Action,True,False,Romance
Fully-configurable stable infrastructure,Action,True,False,Comedia
Networked hybrid projection,Action,True,False,Animacion
Automated discrete definition,Comedy,True,False,Musical
Expanded mission-critical orchestration,Romance,True,False,Accion y aventuras
Sharable dynamic Local Area Network,Comedy,True,False,Fantasia
Networked optimizing contingency,Action,True,False,Accion y aventuras
Configurable transitional product,Romance,True,False,Terror
Devolved hybrid toolset,Comedy,False,True,Fantasia
Streamlined grid-enabled budgetary management,Comedy,True,False,Romance
Versatile 24/7 framework,Sci-Fi,True,False,Terror
Advanced transitional archive,Drama,False,True,Fantasia
Down-sized contextually-based projection,Drama,True,False,Terror
Streamlined bottom-line hierarchy,Sci-Fi,False,True,Fantasia
Expanded heuristic initiative,Comedy,False,True,Accion y aventuras
Persistent contextually-based process improvement,Romance,False,True,Drama
Front-line regional structure,Action,True,False,Historia
Triple-buffered fault-tolerant task-force,Action,True,False,Western
Devolved directional service-desk,Sci-Fi,False,True,Terror
Polarized radical solution,Drama,False,True,Guerra
Expanded explicit workforce,Action,False,True,Drama
Fully-configurable stable infrastructure,Drama,True,False,Guerra
Reduced value-added workforce,Comedy,False,True,Ciencia ficcion
Digitized mobile neural-net,Romance,True,False,Misterio
Multi-lateral 3rdgeneration interface,Romance,False,True,Guerra
Monitored coherent matrix,Sci-Fi,True,False,Documental
Robust clear-thinking paradigm,Sci-Fi,True,False,Western
Centralized transitional policy,Drama,False,True,Drama
Profound needs-based parallelism,Comedy,True,False,Comedia
Pre-emptive didactic customer loyalty,Romance,False,True,Animacion
Up-sized optimizing approach,Comedy,True,False,Familia
Streamlined system-worthy architecture,Romance,False,True,Western
Function-based eco-centric paradigm,Comedy,False,True,Musical
Enhanced foreground process improvement,Comedy,False,True,Animacion
Stand-alone uniform capability,Action,False,True,Historia
Organized zero tolerance Internet solution,Comedy,True,False,Western
User-friendly logistical frame,Action,True,False,Deporte
Multi-layered motivating array,Drama,True,False,Drama
Cloned fault-tolerant hub,Drama,True,False,Drama
Function-based asynchronous budgetary management,Sci-Fi,True,False,Documental
Enterprise-wide asymmetric adapter,Comedy,False,True,Musical
Reactive 4thgeneration approach,Sci-Fi,True,False,Historia
Assimilated zero-defect analyzer,Romance,False,True,Ciencia ficcion
Visionary impactful frame,Drama,False,True,Drama
Profound systematic project,Action,False,True,Deporte
Monitored hybrid forecast,Drama,False,True,Guerra
Assimilated human-resource strategy,Drama,False,True,Musical
Versatile responsive implementation,Drama,True,False,Ciencia ficcion
De-engineered analyzing success,Drama,False,True,Comedia
Cross-platform 5thgeneration forecast,Sci-Fi,False,True,Accion y aventuras
Persistent heuristic strategy,Sci-Fi,False,True,Western
Integrated 24hour adapter,Sci-Fi,True,False,Accion y aventuras
Reverse-engineered non-volatile support,Romance,True,False,Western
Right-sized uniform encoding,Romance,False,True,Accion y aventuras
Sharable dynamic Local Area Network,Sci-Fi,False,True,Deporte
Optimized motivating system engine,Action,True,False,Crimen
Intuitive national support,Comedy,True,False,Suspense
Right-sized needs-based middleware,Sci-Fi,True,False,Crimen
Front-line national data-warehouse,Sci-Fi,True,False,Guerra
User-centric multimedia concept,Sci-Fi,False,True,Drama
Organic systematic application,Sci-Fi,False,True,Accion y aventuras
Adaptive reciprocal contingency,Drama,True,False,Crimen
Reverse-engineered 5thgeneration groupware,Sci-Fi,True,False,Musical
Reduced value-added workforce,Comedy,True,False,Drama
Polarized next generation circuit,Drama,True,False,Historia
Sharable asynchronous info-mediaries,Romance,True,False,Accion y aventuras
Progressive actuating intranet,Action,True,False,Historia
Cloned foreground approach,Drama,False,True,Ciencia ficcion
Versatile cohesive portal,Sci-Fi,True,False,Accion y aventuras
Cloned neutral alliance,Romance,False,True,Animacion
Realigned zero-defect interface,Sci-Fi,False,True,Musical
Grass-roots well-modulated forecast,Comedy,False,True,Musical
Visionary full-range superstructure,Sci-Fi,False,True,Accion y aventuras
Quality-focused tangible budgetary management,Action,False,True,Deporte
Multi-lateral encompassing forecast,Romance,True,False,Familia
Intuitive encompassing challenge,Romance,False,True,Ciencia ficcion
Re-engineered background array,Romance,False,True,Guerra
Configurable transitional product,Action,True,False,Musical
Multi-layered bottom-line info-mediaries,Action,False,True,Documental
Operative bifurcated throughput,Romance,False,True,Historia
Advanced modular groupware,Comedy,True,False,Accion y aventuras
Pre-emptive multi-state benchmark,Romance,True,False,Familia
Universal bifurcated groupware,Sci-Fi,False,True,Suspense
Optional systemic standardization,Comedy,False,True,Crimen
Multi-tiered high-level architecture,Drama,False,True,Western
De-engineered modular system engine,Sci-Fi,False,True,Guerra
Down-sized multi-tasking Graphic Interface,Sci-Fi,True,False,Documental
Inverse analyzing help-desk,Romance,True,False,Historia
Cloned executive moratorium,Romance,True,False,Romance
Phased 24hour neural-net,Romance,True,False,Misterio
Networked directional product,Romance,False,True,Comedia
Future-proofed zero administration project,Sci-Fi,True,False,Familia
De-engineered systemic standardization,Drama,False,True,Romance
Mandatory zero administration implementation,Drama,False,True,Suspense
Re-engineered background array,Action,True,False,Deporte
Robust motivating array,Romance,False,True,Familia
Seamless bandwidth-monitored intranet,Action,True,False,Western
Triple-buffered actuating initiative,Action,False,True,Ciencia ficcion
Centralized client-server focus group,Drama,False,True,Familia
Profound hybrid capacity,Romance,True,False,Terror
Enhanced 3rdgeneration attitude,Action,False,True,Familia
Profit-focused 3rdgeneration open architecture,Romance,True,False,Romance
